Date,Barrel 4,Nickel,Rack 1
2024-01-02,0.09354978354978355,0.0,4.567456160874347
2024-01-03,0.8712857142857142,0.0,2.061292997264472
2024-01-04,0.15974074074074074,0.0,1.78737594427173
2024-01-05,0.11829703181721118,0.0,1.715375561377002
2024-01-06,0.3561542443064182,0.0,1.8583189655125238
2024-01-08,0.11572980352980354,0.0,3.025288762936912
2024-01-09,0.07595973966509681,0.0,2.3494947806382522
2024-01-10,0.9534817927170869,0.0,2.0314920367927147
2024-01-11,0.09224031746031745,,3.0455555707634874
2024-01-12,0.12533999192897496,0.0,6.6994400725177705
2024-01-13,0.0600081539465101,0.0,3.1838273912020725
2024-01-15,0.09079399141630902,0.0,7.441197949342881
2024-01-16,0.07958197611292073,0.0,1.921939279294757
2024-01-17,0.15162289915966387,0.0,4.069554324072943
2024-01-18,0.06580327868852459,0.0,0.7355679089355177
2024-01-19,0.11715108777861814,0.0,2.4240591088414543
2024-01-20,0.09123321123321124,0.0,1.1778254906552497
2024-01-22,0.07322108843537416,0.0,3.2318784531191955
2024-01-23,0.1204143947655398,0.0,12.861888734983063
2024-01-24,0.08952380952380952,0.0,3.5139219027807713
2024-01-25,0.08716384310134309,0.0,1.4754291591623516
2024-01-26,2.5451633310328963,0.0,2.8610266870103893
2024-01-27,0.10544642857142855,,2.234900340083903
2024-01-29,0.11872573063560188,0.0,3.2159126289322026
2024-01-30,0.5034399431414357,0.0,2.671808380860428
2024-01-31,0.5384148439420006,0.0,6.870340127257664
2024-02-01,0.3915311949954807,0.0,6.076744687319297
2024-02-02,0.23660399581422714,0.0,3.8303809887189555
2024-02-03,0.6721421119308443,0.0,1.5838925282671403
2024-02-05,0.14025933793591788,0.0,2.2729581468561535
2024-02-06,1.4357931547619047,0.0,3.2510648241054834
2024-02-07,0.10676334292106104,0.0,3.982188730242569
2024-02-09,0.25582320162107397,0.0,7.837013370037655
2024-02-12,0.08807450339110684,0.0,5.327500805310074
2024-02-13,0.25733740967204,0.0,2.5970973900127556
2024-02-15,0.10870481719538323,0.0,3.4793052812709653
2024-02-16,0.4937655389230193,0.0,4.196041459836833
2024-02-17,1.3806394993894993,0.0,3.4290094074928423
2024-02-19,0.27306607604282024,0.0,6.7204060511082195
2024-02-20,0.9595601542797805,0.0,1.7406536866651832
2024-02-21,0.5936877626050421,0.0,0.7931725931006062
2024-02-22,1.1558403797656136,0.0,3.415469739714415
2024-02-23,0.7054495490695243,0.0,2.053490774016607
2024-02-24,3.629675417175417,0.0,0.9616825775059529
2024-02-26,0.7913498294038381,,2.996109804576383
2024-02-27,1.5461298701298702,0.0,6.912561156984848
2024-02-28,1.250103995621237,0.0,2.3656098947965183
2024-02-29,5.940562777961979,,1.289816740548699
2024-03-01,0.6926160392715349,0.0,2.559188489037217
2024-03-02,0.15316138915276462,,0.8325037168059389
2024-03-04,0.10678847393553814,0.0,0.90920669192806
2024-03-05,0.8352576998427222,0.0,2.166553234033802
2024-03-06,0.7980999383331645,0.0,1.3490658415944163
2024-03-07,0.8465225316533186,0.0,1.2557652885970227
2024-03-08,1.1204008365834297,0.0,6.167126016029765
2024-03-09,1.7234852479560088,,3.45450511138086
2024-03-12,0.7678058140282354,0.0,3.7877870064765364
2024-03-13,0.4011639019491557,0.0,6.742873907186444
2024-03-14,0.2151176281245196,0.0,4.213770145211067
2024-03-15,0.2020402088042471,0.0,5.074294085425231
2024-03-16,0.1719232450622367,0.0,1.3811685935915603
2024-03-18,0.20284143002950603,0.0,7.086605167006198
2024-03-19,0.05948711445024764,0.0,2.2515937382441717
2024-03-20,1.1916473745235046,0.0,2.1902759989379232
2024-03-21,0.683940803768873,0.0,1.7914944674955018
2024-03-22,0.13933337768737666,0.0,5.587913520760087
2024-03-23,0.17590205086976615,0.0,2.468514082485198
2024-03-25,0.8531434631603412,0.0,3.309144251947255
2024-03-26,0.1652727138986628,0.0,1.7233588662610086
2024-03-27,0.24852402068815976,0.0,3.9714214860173573
2024-03-28,0.17070025327279564,0.0,10.876479920836813
2024-03-30,1.252516756409639,0.0,5.481176238525866
2024-04-01,0.5739039143193078,0.0,4.021810097216684
2024-04-02,0.4543713651864815,0.0,9.176908984133766
2024-04-03,0.07528505298720954,0.0,3.335953222505085
2024-04-04,0.058173003927966184,0.0,2.380737818453821
2024-04-05,0.061748353940327676,,3.404820196683465
2024-04-16,0.1023407738095238,,3.4107232434975887
2024-04-17,0.12710233029381965,0.0,8.617468963086116
2024-04-18,1.5333171695710002,0.0,15.833594817668068
2024-04-19,0.6240466811907072,0.0,2.0565707157813327
2024-04-20,1.4735697962040673,0.0,5.883546034771614
2024-04-22,1.1605536385178874,0.0,6.192115857811472
2024-04-23,0.46456374939050804,0.0,5.622228911815846
2024-04-24,1.122704787177167,0.0,3.6240170296315872
2024-04-25,0.14890378806292143,0.0,4.918868639420216
2024-04-26,0.1205892356942777,0.0,2.507357543475909
2024-04-27,0.18448140900195692,,5.487860695248525
2024-04-29,9.292628302204275,0.0,10.872149146449722
2024-04-30,0.09553800366300366,0.0,6.106156426737179
2024-05-02,0.49969192149703334,0.0,4.370882928544399
2024-05-03,1.1611697293025094,0.0,4.767183668088814
2024-05-04,0.16727230698104487,,3.120705763101136
2024-05-06,0.7195693855099796,0.0,6.25424824670476
2024-05-07,0.09444961021884098,0.0,3.6472060951795657
2024-05-08,0.4818599918599919,0.0,4.208063425048541
2024-05-10,0.2523166023166023,0.0,5.391579786106214
2024-05-11,0.19797363580625385,0.0,2.2543854019278395
2024-05-13,0.15300811176205498,0.0,2.0969372419725776
2024-05-14,0.22048778602350033,0.0,4.570518941803551
2024-05-15,0.17642703533026113,0.0,8.196097766488787
2024-05-16,0.7053667126014392,0.0,2.457526762662562
2024-05-17,0.10276296296296296,0.0,3.5077481787452274
2024-05-18,0.06804212454212454,0.0,3.5442391714923
2024-05-20,0.1308470878391197,0.0,4.865250180598183
2024-05-21,0.12813401582131223,0.0,7.922889523880585
2024-05-22,0.7868979157158071,0.0,14.16752268142568
2024-05-24,0.1870597771023303,0.0,4.5599809019019455
2024-05-25,1.5518105515587528,0.0,2.800823686683978
2024-05-27,0.17462552742616033,0.0,8.6081384853245
2024-05-28,1.0036616213974705,0.0,1.8880000458275743
2024-05-29,1.1592818161568161,0.0,4.541588081492709
2024-05-30,1.0899468403713688,0.0,4.064377070341978
2024-05-31,1.359588187206213,0.0,3.312215217271494
2024-06-03,0.7266954807400667,0.0,6.861076240734072
2024-06-04,0.7445200776235259,0.0,5.971586995756108
2024-06-05,0.13596476878030275,0.0,3.130300862728513
2024-06-06,0.8011251314405888,0.004551820728291315,5.385299644536537
2024-06-07,1.3650503477628984,0.0,2.9012999553141885
2024-06-08,1.8745153061224489,0.0,3.1918460189663165
2024-06-10,3.5231598062953995,0.0,3.773372981313294
2024-06-11,0.5005542671614099,0.0,2.178870158898739
2024-06-12,0.4136309523809524,0.0,1.8381950964321387
2024-06-13,0.866295566502463,0.0,3.1278507323431755
2024-06-14,0.6850715488215487,0.0,3.2504108597019976
2024-06-15,1.7771618647458984,0.0,1.590770110159506
2024-06-18,0.8966823571029179,0.0,9.359073112582589
2024-06-19,0.37879349816849817,0.0,2.3353362496862657
2024-06-20,0.5529645502645503,0.0,3.7866212475707437
2024-06-21,0.9878771428571429,0.0,1.8808406013696735
2024-06-22,1.0992789438050101,0.0,2.9470599104797537
2024-06-24,0.7825430764411028,0.0,3.572293115961854
2024-06-25,0.44958410636982066,0.0,2.223478047750329
2024-06-26,0.15100468384074942,0.0,1.99749813936143
2024-06-27,0.12969308653694034,0.0,3.0554183033561833
2024-06-28,0.2613882488479262,0.0,2.0733855789140954
2024-06-29,0.7009371833839918,0.0,3.464698989637114
2024-07-01,0.2944118525153008,0.0,5.894771699680561
2024-07-02,0.5308895866038723,0.0,2.1610282830553977
2024-07-03,1.8130906593406593,0.0,3.401184068616778
2024-07-04,0.1099008587041374,0.0,3.630667384406737
2024-07-05,0.11453084187261402,0.0,2.4713125747338425
2024-07-06,1.4885283251231527,0.0,3.2321149423694338
2024-07-08,1.1630292792792793,0.0,4.329003774980957
2024-07-09,0.22083445438367286,0.0,6.140104587245562
2024-07-10,0.5026714951714951,0.0,2.2913189738502
2024-07-11,1.569539462843961,0.0,3.068075330985781
2024-07-12,2.1153766025641025,0.0,3.1437330985406233
2024-07-13,0.9636539264828738,0.0,2.0716133247590593
2024-07-15,0.8454465287798621,0.0,2.808855840395008
2024-07-16,8.159530651340997,0.0,1.3524390148320236
2024-07-17,0.4344802146210597,0.0,2.3399312908323977
2024-07-18,0.804147384305835,0.0,3.1277980141180057
2024-07-19,1.1659725685785536,0.0,15.694568805066789
2024-07-20,2.2596286588029706,0.0,7.842876215057149
2024-07-22,0.21349077090119437,0.0,3.0559292686417505
2024-07-23,0.12397750511247443,0.0,2.8269641173643967
2024-07-24,0.637811999417504,0.0,2.951681990156764
2024-07-25,0.7205792124542124,0.0,11.3160769548709
2024-07-26,0.11496771589991929,0.0,3.7646548049179183
2024-07-27,0.07946342305037957,0.0,9.756447936572991
2024-07-29,0.0935932944606414,0.0,3.7870685501651034
2024-07-30,0.059879773691654876,0.0,2.0798733851593374
2024-07-31,0.07938397581254723,0.0,3.218907143348837
2024-08-01,0.1521990476190476,0.0,1.654000422015418
2024-08-02,5.067063492063492,0.0,1.6267366666168577
2024-08-03,0.19219528918286682,,1.3969111191391115
2024-08-05,0.5249621908849377,0.0,1.8585278557750617
2024-08-06,0.08919632969466856,0.0,3.235836578385728
2024-08-07,0.10946307094266278,0.0,2.9867237102520914
2024-08-08,0.11647034613326747,0.0,4.577366232778877
2024-08-09,0.09458141321044546,0.0,3.8646841597211963
2024-08-10,1.9464705156674067,0.0,4.222741372583761
2024-08-12,0.8072406605739939,0.0,7.770890327391877
2024-08-13,0.48007019540884077,0.0,1.6868296790087496
2024-08-14,0.2094581932017683,0.0,3.7443479675070983
2024-08-15,1.0729323308270677,0.0,2.4947312541131828
2024-08-16,0.1003688141923436,0.0,2.653499646542928
2024-08-19,0.9316872890888639,0.0,3.3569114615353626
2024-08-20,0.7907878924440439,0.0,2.7689115436150002
2024-08-21,0.16353345989558613,0.0,2.639284197042092
2024-08-22,0.11532083301314071,0.0,2.687312545892858
2024-08-23,0.19255903987611303,0.0,1.184583986560495
2024-08-24,1.963567125645439,0.0,2.2027219975129175
2024-08-26,0.1766342229199372,0.0,2.0065367159431897
2024-08-27,0.08133217993079585,0.0,1.3626771293367639
2024-08-28,0.297899292346004,0.0,1.426724731699831
2024-08-29,0.17531115256207505,0.0,3.506883671528164
2024-08-30,0.12061021645021645,0.0,2.0905232336364703
2024-08-31,0.15409353741496598,0.0,1.9493056227924175
